"corpus","user/it3/oct_GZQS3fc7aPtWJBbZbMEFoQ"
"subcorpus","-"
Item,Frequency (focus),Frequency (reference),Relative frequency (focus),Relative frequency (reference),Score
"supplementary",14,248741,89.75682,4.03892,18.011
"deflator",3,7651,19.23360,0.12423,17.998
"LAF",3,8133,19.23360,0.13206,17.873
"benchmark",40,827230,256.44806,13.43211,17.839
"event-based",3,8500,19.23360,0.13802,17.780
"disaggregation",3,8520,19.23360,0.13834,17.775
"IPO",12,209456,76.93442,3.40103,17.708
"P50",3,8967,19.23360,0.14560,17.662
"CI",23,457560,147.45764,7.42961,17.611
"align",63,1354771,403.90570,21.99804,17.606
"CRO",4,31631,25.64481,0.51361,17.604
"Oi",5,54105,32.05601,0.87853,17.597
"interest-only",3,9370,19.23360,0.15214,17.562
"HELOC",3,9420,19.23360,0.15296,17.549
"score",349,7812481,2237.50928,126.85483,17.508
"multiply",27,551154,173.10245,8.94934,17.499
"Li",32,664331,205.15845,10.78705,17.490
"SBT",3,9677,19.23360,0.15713,17.486
"verifiable",8,123063,51.28961,1.99823,17.440
"cm3",4,33313,25.64481,0.54092,17.292
"Gas",31,649988,198.74725,10.55415,17.288
"Defra",4,33376,25.64481,0.54194,17.280
"tonne",25,514465,160.28004,8.35360,17.243
"rationale",20,400000,128.22403,6.49498,17.241
"eu",4,33960,25.64481,0.55142,17.174
"T",122,2747912,782.16663,44.61910,17.168
"DED",3,11588,19.23360,0.18816,17.029
"FAO",7,105898,44.87841,1.71951,16.870
"exposure",112,2570926,718.05457,41.74530,16.822
"glossary",10,177240,64.11201,2.87793,16.790
"er",31,671306,198.74725,10.90030,16.785
"reputational",4,36575,25.64481,0.59388,16.717
"A",237,5559692,1519.45483,90.27526,16.658
"EI",5,60912,32.05601,0.98906,16.619
"attributable",10,180044,64.11201,2.92346,16.596
"corporate",145,3403894,929.62427,55.27058,16.538
"identifiable",11,205047,70.52322,3.32944,16.520
"Property",30,660136,192.33604,10.71893,16.498
"TER",3,13980,19.23360,0.22700,16.490
"proceed",100,2341268,641.12018,38.01624,16.458
"verify",69,1604914,442.37292,26.05972,16.385
"shall",328,7876350,2102.87402,127.89189,16.323
"TAF",3,14806,19.23360,0.24041,16.312
"HI",7,112575,44.87841,1.82793,16.223
"Clo",3,15558,19.23360,0.25262,16.153
"asset-based",3,15645,19.23360,0.25404,16.135
"adjusted",9,162593,57.70081,2.64010,16.126
"investor",121,2909870,775.75537,47.24889,16.099
"investment",252,6203846,1615.62280,100.73468,15.891
"HFC",3,16934,19.23360,0.27497,15.870
"emit",23,516552,147.45764,8.38749,15.814
"SS",22,491696,141.04643,7.98389,15.811
"Figure",48,1150784,307.73767,18.68581,15.683
"exhaustive",9,169184,57.70081,2.74712,15.666
"policyholder",5,68507,32.05601,1.11238,15.649
"availability",67,1633983,429.55051,26.53173,15.638
"receivable",6,95148,38.46721,1.54496,15.508
"S1",7,120703,44.87841,1.95991,15.500
"mortgage-backed",3,19325,19.23360,0.31379,15.401
"downstream",17,379129,108.99043,6.15609,15.370
"aggregation",10,199980,64.11201,3.24717,15.331
"normalization",6,97029,38.46721,1.57550,15.324
"medium-term",4,45632,25.64481,0.74095,15.305
"total",396,10195836,2538.83594,165.55446,15.249
"Liability",6,98756,38.46721,1.60355,15.159
"Principles",9,177669,57.70081,2.88489,15.110
"D",152,3926901,974.50262,63.76289,15.063
"structuring",4,47540,25.64481,0.77193,15.037
"motor",103,2650018,660.35376,43.02955,15.021
"Data",109,2817641,698.82098,45.75132,14.969
"agroforestry",3,21743,19.23360,0.35305,14.954
"underwriter",5,75782,32.05601,1.23051,14.820
"Box",46,1170766,294.91528,19.01026,14.788
"mortgage",59,1519545,378.26089,24.67355,14.772
"OW",3,22856,19.23360,0.37112,14.757
"exclusion",23,559009,147.45764,9.07688,14.732
"drawdown",4,50421,25.64481,0.81871,14.650
"allocation",32,807730,205.15845,13.11548,14.605
"harmonise",4,51461,25.64481,0.83560,14.516
"Question",12,270776,76.93442,4.39671,14.441
"HG",4,52425,25.64481,0.85125,14.393
"multi-year",6,108190,38.46721,1.75673,14.317
"Standards",28,716846,179.51364,11.63976,14.281
"IEA",4,53404,25.64481,0.86715,14.270
"csv",4,53534,25.64481,0.86926,14.254
"VCS",3,26544,19.23360,0.43101,14.139
"euro",23,587223,147.45764,9.53501,14.092
"Classification",7,139102,44.87841,2.25866,14.079
"end-of-life",4,55068,25.64481,0.89416,14.067
"multi-stakeholder",3,27344,19.23360,0.44400,14.012
"structure",303,8488456,1942.59412,137.83095,14.000
"combustion",12,281410,76.93442,4.56938,13.993
"web-based",10,225237,64.11201,3.65728,13.981
"sulfur",8,170508,51.28961,2.76862,13.875
"inconsistency",11,256027,70.52322,4.15723,13.869
"B-minimal",2,0,12.82240,0.00000,13.822
"Nasper-Prosus",2,0,12.82240,0.00000,13.822
"IAEPortfolio",2,0,12.82240,0.00000,13.822
"CAFReal",2,0,12.82240,0.00000,13.822
"removalsc",2,0,12.82240,0.00000,13.822
"structureasset",2,0,12.82240,0.00000,13.822
"Intensityr",2,0,12.82240,0.00000,13.822
"Emissionsasset",2,0,12.82240,0.00000,13.822
"PCAF-provided",2,0,12.82240,0.00000,13.822
"EVIC_T",2,0,12.82240,0.00000,13.822
"Construction-all-risk",2,0,12.82240,0.00000,13.822
"CAFHard",2,0,12.82240,0.00000,13.822
"tranchei",2,0,12.82240,0.00000,13.822
"FEtranchei",2,0,12.82240,0.00000,13.822
"traveledv",2,0,12.82240,0.00000,13.822
"EVIC_b",2,0,12.82240,0.00000,13.822
"labelsb",2,0,12.82240,0.00000,13.822
"factorasset",2,0,12.82240,0.00000,13.822
"Standard''9",2,0,12.82240,0.00000,13.822
"sourcemegawattspecific",2,0,12.82240,0.00000,13.822
"investmentp",2,0,12.82240,0.00000,13.822
"FEloani",2,0,12.82240,0.00000,13.822
"Consumptionc",2,0,12.82240,0.00000,13.822
"Erection-all-risk",2,0,12.82240,0.00000,13.822
"investmentc",2,1,12.82240,0.00002,13.822
"emissionsv",2,1,12.82240,0.00002,13.822
"emissionsb",2,1,12.82240,0.00002,13.822
"buildingsb",2,1,12.82240,0.00002,13.822
"Premiumi",2,1,12.82240,0.00002,13.822
"BSignificant",2,1,12.82240,0.00002,13.822
"COAi",2,2,12.82240,0.00003,13.822
"ratioc",2,2,12.82240,0.00003,13.822
"X-notes",2,2,12.82240,0.00003,13.822
"traveled",2,2,12.82240,0.00003,13.822
"Re-REMICs",2,3,12.82240,0.00005,13.822
"vehiclespecific",2,5,12.82240,0.00008,13.821
"sourcespecific",2,6,12.82240,0.00010,13.821
"regionor",2,6,12.82240,0.00010,13.821
"factorr",2,7,12.82240,0.00011,13.821
"Kilotonnes",2,8,12.82240,0.00013,13.821
"factorv",2,9,12.82240,0.00015,13.820
"subloan",2,16,12.82240,0.00026,13.819
"SCO40",2,20,12.82240,0.00032,13.818
"CRr",2,22,12.82240,0.00036,13.817
"countrylevel",2,25,12.82240,0.00041,13.817
"Krumpelman",2,32,12.82240,0.00052,13.815
"NZAOA",2,38,12.82240,0.00062,13.814
"megatonnes",2,49,12.82240,0.00080,13.811
"investment-level",2,58,12.82240,0.00094,13.809
"upstream",15,371758,96.16802,6.03640,13.809
"Ringfencing",2,61,12.82240,0.00099,13.809
"Megatonnes",2,61,12.82240,0.00099,13.809
"factori",2,71,12.82240,0.00115,13.806
"AFm",2,74,12.82240,0.00120,13.806
"third-edition",2,83,12.82240,0.00135,13.804
"technologybased",2,86,12.82240,0.00140,13.803
"Prajña",2,86,12.82240,0.00140,13.803
"parent-level",2,126,12.82240,0.00205,13.794
"On-balance",2,133,12.82240,0.00216,13.793
"over-collateralization",2,137,12.82240,0.00222,13.792
"www.imf.org",2,146,12.82240,0.00237,13.790
"UN-convened",2,147,12.82240,0.00239,13.789
"principal-only",2,157,12.82240,0.00255,13.787
"mono-line",2,172,12.82240,0.00279,13.784
"In-scope",2,186,12.82240,0.00302,13.781
"Sustainability-linked",2,196,12.82240,0.00318,13.779
"nonenergy",2,209,12.82240,0.00339,13.776
"grid-supplied",2,228,12.82240,0.00370,13.771
"second-edition",2,231,12.82240,0.00375,13.771
"nonproportional",2,253,12.82240,0.00411,13.766
"under-subscribed",2,269,12.82240,0.00437,13.762
"ENCORD",2,292,12.82240,0.00474,13.757
"mitigating",5,86462,32.05601,1.40392,13.751
"Phase-in",2,328,12.82240,0.00533,13.749
"best-efforts",2,329,12.82240,0.00534,13.749
"sub-portfolio",2,335,12.82240,0.00544,13.748
"fueleconomy.gov",2,355,12.82240,0.00576,13.743
"SBTs",2,393,12.82240,0.00638,13.735
"collateralizing",2,454,12.82240,0.00737,13.721
"inputoutput",2,475,12.82240,0.00771,13.717
"Project-specific",2,507,12.82240,0.00823,13.710
"economywide",2,528,12.82240,0.00857,13.705
"decision-useful",2,528,12.82240,0.00857,13.705
"Laudes",2,581,12.82240,0.00943,13.693
"Non-Agency",2,584,12.82240,0.00948,13.693
"ringfencing",2,596,12.82240,0.00968,13.690
"gCO2",2,598,12.82240,0.00971,13.689
"Tjeerd",2,628,12.82240,0.01020,13.683
"cedant",2,653,12.82240,0.01060,13.677
"province-level",2,714,12.82240,0.01159,13.664
"non-Annex",2,729,12.82240,0.01184,13.661
"source-specific",2,762,12.82240,0.01237,13.653
"amortize",3,29729,19.23360,0.48272,13.646
"Global",70,1970210,448.78412,31.99120,13.633
"Unibanco",2,860,12.82240,0.01396,13.632
"sector-level",2,876,12.82240,0.01422,13.629
"G",64,1797692,410.31689,29.18995,13.624
"Frishberg",2,951,12.82240,0.01544,13.612
"lower-emission",2,955,12.82240,0.01551,13.611
"high-emitting",2,962,12.82240,0.01562,13.610
"FirstRand",2,983,12.82240,0.01596,13.605
"emissions-intensive",2,1063,12.82240,0.01726,13.588
"refinancing",4,59186,25.64481,0.96103,13.587
"TBAs",2,1086,12.82240,0.01763,13.583
"provider",162,4652576,1038.61462,75.54600,13.582
"Domestic",5,88314,32.05601,1.43399,13.581
"kilotonne",2,1095,12.82240,0.01778,13.581
"Sandahl",2,1107,12.82240,0.01797,13.578
"FSB",4,59287,25.64481,0.96267,13.576
"Dulal",2,1127,12.82240,0.01830,13.574
"derecognition",2,1155,12.82240,0.01875,13.568
"all-risk",2,1164,12.82240,0.01890,13.566
"subsidiary",27,729212,173.10245,11.84055,13.559
"stated",12,292819,76.93442,4.75464,13.543
"Vipond",2,1292,12.82240,0.02098,13.538
"signatory",7,147221,44.87841,2.39049,13.531
"agnostic",5,89250,32.05601,1.44919,13.497
"theoretically",11,264873,70.52322,4.30086,13.493
"Itaú",2,1511,12.82240,0.02453,13.491
"ringfenced",2,1524,12.82240,0.02475,13.489
"pool",121,3487727,775.75537,56.63182,13.478
"non-sovereign",2,1613,12.82240,0.02619,13.470
"ABN",3,31003,19.23360,0.50341,13.458
"thirdparty",2,1711,12.82240,0.02778,13.449
"Proceeds",2,1832,12.82240,0.02975,13.423
"EEN",2,2071,12.82240,0.03363,13.373
"syndication",4,61312,25.64481,0.99555,13.352
"Lifecycle",3,31764,19.23360,0.51577,13.349
"SIFMA",2,2214,12.82240,0.03595,13.343
"annex",10,239135,64.11201,3.88294,13.335
"cancellable",2,2300,12.82240,0.03735,13.325
"Dieselgate",2,2414,12.82240,0.03920,13.301
"SFDR",2,2456,12.82240,0.03988,13.292
"limitation",59,1697111,378.26089,27.55677,13.281
"subcontinental",2,2566,12.82240,0.04167,13.270
"categorize",13,331548,83.34562,5.38350,13.213
"approximation",10,242057,64.11201,3.93039,13.206
"best-quality",2,2950,12.82240,0.04790,13.191
"OGR",2,2961,12.82240,0.04808,13.188
"EIG",2,2991,12.82240,0.04857,13.182
"mezzanine",4,63240,25.64481,1.02686,13.146
"propulsion",8,183516,51.28961,2.97983,13.139
"Att.",2,3207,12.82240,0.05207,13.138
"project-level",2,3249,12.82240,0.05276,13.130
"nongovernmental",3,33505,19.23360,0.54404,13.104
"allocating",2,3616,12.82240,0.05871,13.056
"acronym",9,215869,57.70081,3.50516,13.030
"indirectly",14,367848,89.75682,5.97292,13.016
"free-to-use",2,3824,12.82240,0.06209,13.014
"Cattle",5,95383,32.05601,1.54878,12.969
"HEL",2,4367,12.82240,0.07091,12.907
"Procedure",9,218631,57.70081,3.55001,12.901
"ex-ante",2,4412,12.82240,0.07164,12.898
"equity-based",2,4663,12.82240,0.07572,12.849
"volatility",13,343199,83.34562,5.57268,12.833
"written",49,1450909,314.14890,23.55907,12.832
"Stability",5,97116,32.05601,1.57692,12.828
"risk-share",2,4807,12.82240,0.07805,12.822
"S",248,7584201,1589.97803,123.14813,12.815
"STI",4,66571,25.64481,1.08094,12.804
"non-corporate",2,4956,12.82240,0.08047,12.793
"report",854,26406619,5475.16602,428.77634,12.742
"entity",78,2375165,500.07373,38.56664,12.664
"W6",2,5706,12.82240,0.09265,12.650
"ZC",2,6037,12.82240,0.09803,12.588
"conformance",4,69168,25.64481,1.12311,12.550
"lender",28,825582,179.51364,13.40535,12.531
"Int''l",3,38106,19.23360,0.61874,12.500
"one-to-one",5,102305,32.05601,1.66117,12.422
"lag",17,486364,108.99043,7.89731,12.362
"extrapolate",5,103105,32.05601,1.67416,12.361
"Bond",15,422801,96.16802,6.86521,12.354
"standardization",6,135320,38.46721,2.19725,12.344
"PIMCO",2,7448,12.82240,0.12094,12.331
"ISS",6,136061,38.46721,2.20928,12.298
"XB",2,7676,12.82240,0.12464,12.291
"low-carbon",4,72063,25.64481,1.17012,12.278
"EA",11,298711,70.52322,4.85031,12.226
"ETR",2,8086,12.82240,0.13130,12.218
"stakeholder",47,1464579,301.32648,23.78104,12.200
"le",15,431030,96.16802,6.99883,12.148
"Mizuho",2,8538,12.82240,0.13864,12.139
"recalculate",3,41299,19.23360,0.67059,12.112
"W5",2,8716,12.82240,0.14153,12.109
"normalize",9,237224,57.70081,3.85191,12.098
"CDOs",2,8815,12.82240,0.14313,12.092
"lifecycle",7,172599,44.87841,2.80257,12.065
"homologation",2,8989,12.82240,0.14596,12.062
"collateralized",2,9100,12.82240,0.14776,12.043
"HEV",2,9231,12.82240,0.14989,12.021
"equation",42,1325019,269.27048,21.51494,12.004
"YB",2,9518,12.82240,0.15455,11.972
"interest-bearing",2,9551,12.82240,0.15508,11.967
"PFC",3,42941,19.23360,0.69725,11.921
"transaction",84,2734170,538.54095,44.39597,11.885
"e",71,2306498,455.19531,37.45166,11.864
"guiding",9,243177,57.70081,3.94858,11.862
"Banking",11,310237,70.52322,5.03746,11.847
"ZB",2,10388,12.82240,0.16867,11.827
"vin",4,77239,25.64481,1.25416,11.820
"primary",175,5794914,1121.96033,94.09467,11.809
"vt",2,10536,12.82240,0.17108,11.803
"annualize",2,10540,12.82240,0.17114,11.802
"underlying",2,10615,12.82240,0.17236,11.790
"credible",15,446624,96.16802,7.25204,11.775
"Reinsurance",2,10816,12.82240,0.17562,11.757
"B8",2,10853,12.82240,0.17623,11.751
"hierarchy",19,582194,121.81283,9.45335,11.749
"Double",16,481879,102.57922,7.82449,11.738
"company-owned",2,11285,12.82240,0.18324,11.682
"proportionally",3,45165,19.23360,0.73336,11.673
"Average",7,180512,44.87841,2.93106,11.671
"insurable",2,11457,12.82240,0.18603,11.654
"W4",2,11461,12.82240,0.18610,11.654
"low-emission",2,11494,12.82240,0.18663,11.648
"W7",2,11595,12.82240,0.18827,11.632
"AVO",2,11635,12.82240,0.18892,11.626
"two-wheeled",2,11938,12.82240,0.19384,11.578
"indicator",47,1548648,301.32648,25.14611,11.563
"balance",140,4748077,897.56824,77.09669,11.506
"minus",14,425648,89.75682,6.91144,11.472
"capital",138,4695240,884.74585,76.23876,11.468
"radiative",3,47223,19.23360,0.76678,11.452
"embody",18,564841,115.40163,9.17158,11.444
"UNEP",3,47379,19.23360,0.76931,11.436
"self-declared",2,12964,12.82240,0.21050,11.419
"SDA",3,47835,19.23360,0.77672,11.388
"offsetting",2,13180,12.82240,0.21401,11.386
"quantify",13,396424,83.34562,6.43692,11.341
"highest-quality",2,13723,12.82240,0.22283,11.304
"special-purpose",2,14009,12.82240,0.22747,11.261
"sulphur",5,119326,32.05601,1.93755,11.253
"L",59,2014270,378.26089,32.70662,11.252
"transferor",2,14376,12.82240,0.23343,11.206
"actual",130,4548155,833.45624,73.85047,11.148
"principle",128,4480654,820.63379,72.75443,11.140
"specific",257,9058371,1647.67883,147.08492,11.133
"non-life",2,14909,12.82240,0.24208,11.128
"C",178,6264810,1141.19385,101.72459,11.119
"Commercial",15,476920,96.16802,7.74397,11.113
"incentivizing",2,15335,12.82240,0.24900,11.067
"sustainability",42,1443302,269.27048,23.43555,11.061
"detailed",83,2907421,532.12976,47.20913,11.059
"decarbonize",2,15433,12.82240,0.25059,11.053
"relevant",118,4160731,756.52179,67.55969,11.049
"attribute",73,2554317,468.01773,41.47561,11.042
"travelled",2,15801,12.82240,0.25657,11.000
"Chapter",57,1992671,365.43851,32.35591,10.986
"TS",7,196415,44.87841,3.18928,10.951
"Finance",34,1169922,217.98085,18.99656,10.951
"biogenic",2,16213,12.82240,0.26326,10.942
"deviate",6,160612,38.46721,2.60793,10.939
"V1",4,88595,25.64481,1.43856,10.926
"operational",45,1572509,288.50409,25.53355,10.911
"oxide",13,414572,83.34562,6.73160,10.909
"TBA",3,53116,19.23360,0.86247,10.864
"subcategory",3,53220,19.23360,0.86416,10.854
"FE",4,89789,25.64481,1.45794,10.840
"greenhouse",20,673519,128.22403,10.93624,10.826
"Yc",2,17182,12.82240,0.27899,10.807
"assumption",42,1478869,269.27048,24.01307,10.805
"roadshow",3,53865,19.23360,0.87463,10.793
"associate",195,7078854,1250.18433,114.94258,10.791
"lifetime",41,1445874,262.85925,23.47732,10.780
"Quality",31,1079845,198.74725,17.53394,10.777
"quality",353,12881262,2263.15430,209.15895,10.774
"appropriately",17,567994,108.99043,9.22278,10.759
"W3",2,17720,12.82240,0.28773,10.734
"Partnership",17,569662,108.99043,9.24986,10.731
"underbrush",2,17754,12.82240,0.28828,10.729
"FINANCIAL",2,17764,12.82240,0.28844,10.728
"Eurostat",2,17851,12.82240,0.28985,10.716
"classify",28,975917,179.51364,15.84641,10.715
"GWP",2,18215,12.82240,0.29577,10.667
"alignment",22,762743,141.04643,12.38501,10.612
"Ver",3,55922,19.23360,0.90803,10.604
"optional",33,1174853,211.56966,19.07663,10.588
"costed",2,19254,12.82240,0.31264,10.530
"territorial",13,432486,83.34562,7.02247,10.514
"taxonomy",6,169603,38.46721,2.75392,10.514
"M",85,3148472,544.95215,51.12318,10.474
"activity",379,14261771,2429.84546,231.57491,10.452
"UI",16,550895,102.57922,8.94513,10.415
"Bavaria",4,96611,25.64481,1.56872,10.373
"Regulation",10,326324,64.11201,5.29867,10.337
"Driving",5,135857,32.05601,2.20597,10.311
"NDC",3,59374,19.23360,0.96408,10.302
"PHEV",2,21060,12.82240,0.34196,10.300
"EBRD",2,21531,12.82240,0.34961,10.242
"subcontinent",3,60140,19.23360,0.97652,10.237
"disaggregated",2,21902,12.82240,0.35563,10.196
"scorecard",4,99898,25.64481,1.62209,10.162
"R",118,4531889,756.52179,73.58635,10.156
"average",193,7448409,1237.36194,120.94322,10.155
"hydro",4,101231,25.64481,1.64373,10.078
"Mortgage",6,180658,38.46721,2.93343,10.034
"non-US",2,23313,12.82240,0.37854,10.027
"Y",25,929766,160.28004,15.09704,10.019
"preferred",35,1324261,224.39206,21.50263,10.016
"amount",268,10509977,1718.20203,170.65530,10.015
"land-use",3,62855,19.23360,1.02061,10.014
"derive",51,1956162,326.97128,31.76310,10.010
"tu",4,102593,25.64481,1.66585,9.995
"classification",27,1011378,173.10245,16.42221,9.993
"repairer",2,23966,12.82240,0.38915,9.950
"category",139,5491420,891.15704,89.16669,9.895
"GE",9,304211,57.70081,4.93961,9.883
"parity",6,184655,38.46721,2.99833,9.871
"standardise",4,105014,25.64481,1.70516,9.850
"definition",88,3500059,564.18573,56.83205,9.773
"Institutions",4,106758,25.64481,1.73348,9.748
"third",223,9032329,1429.69800,146.66205,9.689
"USD",22,842460,141.04643,13.67941,9.677
"Niven",2,26933,12.82240,0.43732,9.617
"Prius",3,68656,19.23360,1.11480,9.568
"CDO",2,27426,12.82240,0.44533,9.564
"overarching",5,151352,32.05601,2.45757,9.560
"integrated",34,1350321,217.98085,21.92578,9.552
"relevance",16,610169,102.57922,9.90759,9.496
"SPE",2,28278,12.82240,0.45916,9.473
"location-based",2,28421,12.82240,0.46148,9.458
"top-down",4,112211,25.64481,1.82202,9.442
"commercial",123,5093849,788.57782,82.71116,9.432
"Capital",29,1169555,185.92485,18.99060,9.351
"Thi",2,29812,12.82240,0.48407,9.314
"decarbonisation",2,30083,12.82240,0.48847,9.286
"Motor",17,668542,108.99043,10.85542,9.278
"acknowledge",53,2203991,339.79370,35.78721,9.264
"Supervision",3,74570,19.23360,1.21083,9.152
"CMO",3,75142,19.23360,1.22011,9.114
"accuracy",34,1418493,217.98085,23.03272,9.112
"consistently",30,1245285,192.33604,20.22026,9.111
"consistent",58,2460201,371.84970,39.94741,9.106
"amalgamate",3,75313,19.23360,1.22289,9.102
"environmentally",10,379488,64.11201,6.16192,9.091
"divided",2,32060,12.82240,0.52057,9.090
"sidecar",2,33269,12.82240,0.54020,8.974
"data-driven",4,121344,25.64481,1.97032,8.970
"Core",19,782392,121.81283,12.70406,8.962
"SK",4,121709,25.64481,1.97624,8.952
"nitrogen",13,519310,83.34562,8.43227,8.942
"th",13,519544,83.34562,8.43607,8.939
"liability",34,1453259,217.98085,23.59723,8.903
"Dinesh",2,34140,12.82240,0.55435,8.893
"implicitly",5,167811,32.05601,2.72482,8.875
"Wha",2,34391,12.82240,0.55842,8.869
"moped",2,34630,12.82240,0.56230,8.847
"LL",4,124468,25.64481,2.02104,8.820
"fuel",103,4558717,660.35376,74.02197,8.815
"categorization",3,79769,19.23360,1.29525,8.815
"EU",64,2813762,410.31689,45.68834,8.810
"approach",269,12031968,1724.61328,195.36856,8.788
"cashflow",2,35455,12.82240,0.57570,8.772
"Guidelines",4,126319,25.64481,2.05110,8.733
"publicly",27,1167508,173.10245,18.95736,8.724
"syndicated",3,81939,19.23360,1.33048,8.682
"company",681,30921459,4366.02832,502.08588,8.680
"materially",4,128633,25.64481,2.08867,8.627
"ledger",4,129125,25.64481,2.09666,8.604
"SRT",2,37373,12.82240,0.60684,8.602
"erection",6,221932,38.46721,3.60361,8.573
"Shall",3,83851,19.23360,1.36153,8.568
"multi-family",2,37883,12.82240,0.61512,8.558
"contractual",7,268891,44.87841,4.36611,8.550
"c",105,4798373,673.17615,77.91338,8.543
"ratio",49,2217886,314.14890,36.01283,8.515
"sequestration",3,85187,19.23360,1.38322,8.490
"decouple",2,38778,12.82240,0.62966,8.482
"table",181,8384548,1160.42749,136.14374,8.469
